# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# GO ID	Branch	Name	Genes	Children	Parents
GO:0090305	P	nucleic acid phosphodiester bond hydrolysis	cas1,cas2,cas3,casE,cho,chpB,dnaN,dnaQ,endA,exoX,ghoS,hicA,higB,holB,holD,hsdR,mazF,mcrA,mcrB,mqsR,mrr,mutH,mutM,nei,nfi,nfo,orn,pnp,polA,polB,ralR,rbn,recB,recC,recD,recJ,relE,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,rph,rpsP,rusA,ruvC,sbcB,sbcC,sbcD,smrA,symE,tatD,uvrA,uvrB,uvrC,vsr,xseA,xseB,xthA,yafO,yafQ,yajD,ybcC,ybeY,yciV,ycjD,ydiZ,ygdG,yhaV,yhbQ,yhhZ,yoeB,yqgF,yraN,	GO:1990731,GO:0090501,GO:0031087,GO:0042138,GO:0000738,GO:0000737,GO:0019071,GO:0033683,GO:0000728,	GO:0090304,
GO:0090306	P	spindle assembly involved in meiosis		GO:0007053,GO:0007056,	GO:0051225,GO:0000212,
GO:0090307	P	mitotic spindle assembly			GO:0051225,GO:0007052,
GO:0090308	P	regulation of methylation-dependent chromatin silencing		GO:0090309,GO:0090310,	GO:0051052,GO:0031935,
GO:0090309	P	positive regulation of methylation-dependent chromatin silencing			GO:0031937,GO:0051054,GO:0090308,
GO:0090310	P	negative regulation of methylation-dependent chromatin silencing			GO:0031936,GO:0051053,GO:0090308,
GO:0090311	P	regulation of protein deacetylation		GO:0090312,GO:0031063,GO:0090043,	GO:0031399,
GO:0090312	P	positive regulation of protein deacetylation		GO:0031065,GO:0090044,	GO:0031401,GO:0090311,
GO:0090313	P	regulation of protein targeting to membrane	asmA,yhjG,	GO:0090315,GO:0090314,GO:1900483,	GO:1905475,GO:1903533,
GO:0090314	P	positive regulation of protein targeting to membrane		GO:1900485,	GO:0090316,GO:1905477,GO:0090313,
GO:0090315	P	negative regulation of protein targeting to membrane		GO:1900484,	GO:0090317,GO:1905476,GO:0090313,
GO:0090316	P	positive regulation of intracellular protein transport		GO:1904216,GO:0046827,GO:1904053,GO:1903955,GO:1905751,GO:0070863,GO:1905128,GO:0090314,GO:0042307,	GO:0033157,GO:1903829,GO:0051222,GO:0032388,
GO:0090317	P	negative regulation of intracellular protein transport		GO:1905750,GO:1903215,GO:0090315,GO:0070862,GO:1905127,GO:0046826,GO:0042308,GO:1904052,	GO:1903828,GO:0032387,GO:0051224,GO:0033157,
GO:0090318	P	regulation of chylomicron remodeling		GO:0090319,	GO:0051128,GO:0051239,
GO:0090319	P	positive regulation of chylomicron remodeling			GO:0051130,GO:0090318,GO:0051240,
GO:0090320	P	regulation of chylomicron remnant clearance		GO:0090321,	GO:0010984,
GO:0090321	P	positive regulation of chylomicron remnant clearance			GO:0090320,GO:0010986,
GO:0090322	P	regulation of superoxide metabolic process		GO:0032928,GO:2000121,	GO:2000377,
GO:0090323	P	prostaglandin secretion involved in immune response			GO:0002440,GO:0032310,
GO:0090324	P	negative regulation of oxidative phosphorylation		GO:1905707,GO:1905447,	GO:1903579,GO:0002082,GO:0042326,
GO:0090325	P	regulation of locomotion involved in locomotory behavior		GO:0090327,GO:0090326,	GO:0050795,GO:0040012,
GO:0090326	P	positive regulation of locomotion involved in locomotory behavior			GO:0090325,GO:0048520,GO:0040017,
GO:0090327	P	negative regulation of locomotion involved in locomotory behavior			GO:0040013,GO:0090325,GO:0048521,
GO:0090328	P	regulation of olfactory learning			GO:0031644,GO:0050795,GO:0048583,
GO:0090329	P	regulation of DNA-dependent DNA replication	argP,diaA,hda,holC,sbmC,seqA,tus,	GO:0032875,GO:0030174,GO:1903932,GO:0033262,GO:2000105,GO:0090296,GO:1900262,GO:1902681,GO:2000621,GO:0110026,GO:2000104,	GO:0006275,
GO:0090330	P	regulation of platelet aggregation		GO:0035892,GO:1901731,GO:0090331,	GO:0034110,GO:0010543,
GO:0090331	P	negative regulation of platelet aggregation		GO:0035893,	GO:0034111,GO:0010544,GO:0090330,
GO:0090332	P	stomatal closure			GO:0010118,
GO:0090333	P	regulation of stomatal closure			GO:0010119,
GO:0090334	P	regulation of cell wall (1->3)-beta-D-glucan biosynthetic process		GO:0060624,	GO:0032995,GO:0010981,GO:0032953,
GO:0090335	P	regulation of brown fat cell differentiation		GO:1903444,GO:0090336,	GO:0045598,
GO:0090336	P	positive regulation of brown fat cell differentiation			GO:0045600,GO:0090335,
GO:0090337	P	regulation of formin-nucleated actin cable assembly		GO:0090339,GO:0090338,	GO:0032231,
GO:0090338	P	positive regulation of formin-nucleated actin cable assembly			GO:0032233,GO:0090337,
GO:0090339	P	negative regulation of formin-nucleated actin cable assembly			GO:0032232,GO:0090337,
GO:0090340	P	positive regulation of secretion of lysosomal enzymes			GO:0050714,GO:0090182,
GO:0090341	P	negative regulation of secretion of lysosomal enzymes			GO:0050709,GO:0090182,
GO:0090342	P	regulation of cell aging		GO:0090344,GO:1904726,GO:2000772,GO:0090343,GO:1900062,	GO:0050794,GO:0050793,
GO:0090343	P	positive regulation of cell aging		GO:2000774,GO:1904728,GO:1900009,	GO:0048522,GO:0090342,GO:0051094,
GO:0090344	P	negative regulation of cell aging		GO:1904727,GO:1900008,GO:2000773,	GO:0051093,GO:0048523,GO:0090342,
GO:0090345	P	cellular organohalogen metabolic process		GO:0090346,	GO:0044237,
GO:0090346	P	cellular organofluorine metabolic process			GO:0090345,
GO:0090347	P	regulation of cellular organohalogen metabolic process	rclR,	GO:0090349,GO:0090348,	GO:0031323,
GO:0090348	P	regulation of cellular organofluorine metabolic process		GO:0090350,	GO:0090347,
GO:0090349	P	negative regulation of cellular organohalogen metabolic process		GO:0090350,	GO:0031324,GO:0090347,
GO:0090350	P	negative regulation of cellular organofluorine metabolic process			GO:0090349,GO:0090348,
GO:0090351	P	seedling development			GO:0009791,
GO:0090352	P	regulation of nitrate assimilation	narL,		GO:0062012,GO:1903314,GO:0031323,
GO:0090354	P	regulation of auxin metabolic process		GO:0090356,GO:0090355,GO:0010600,	GO:0032350,GO:0031323,
GO:0090355	P	positive regulation of auxin metabolic process		GO:0010601,	GO:0090354,GO:0032352,GO:0031325,
GO:0090356	P	negative regulation of auxin metabolic process		GO:1901997,	GO:0090354,GO:0031324,GO:0032351,
GO:0090357	P	regulation of tryptophan metabolic process	tnaC,trpL,	GO:1905012,GO:0090358,GO:1901996,	GO:0006521,
GO:0090358	P	positive regulation of tryptophan metabolic process	tnaC,	GO:1905014,	GO:0045764,GO:0090357,
GO:0090359	P	negative regulation of abscisic acid biosynthetic process			GO:1902931,GO:0051055,GO:0045827,GO:0031327,GO:0010115,
GO:0090360	P	platelet-derived growth factor production			GO:0001816,
GO:0090361	P	regulation of platelet-derived growth factor production		GO:0090362,	GO:0001817,
GO:0090362	P	positive regulation of platelet-derived growth factor production			GO:0090361,GO:0001819,
GO:0090363	P	regulation of proteasome core complex assembly			GO:0090364,
GO:0090364	P	regulation of proteasome assembly		GO:0090363,	GO:0043254,
GO:0090365	P	regulation of mRNA modification		GO:0090367,GO:0090366,	GO:1903311,
GO:0090366	P	positive regulation of mRNA modification			GO:0090365,GO:1903313,
GO:0090367	P	negative regulation of mRNA modification			GO:0090365,GO:1903312,
GO:0090368	P	regulation of ornithine metabolic process		GO:2000013,GO:1903266,	GO:0006521,
GO:0090370	P	negative regulation of cholesterol efflux			GO:0010874,GO:0032375,
GO:0090371	P	regulation of glycerol transport		GO:0090373,GO:0090372,	GO:0051049,
GO:0090372	P	positive regulation of glycerol transport			GO:0090371,GO:0051050,
GO:0090373	P	negative regulation of glycerol transport			GO:0051051,GO:0090371,
GO:0090374	P	oligopeptide export from mitochondrion			GO:0035672,GO:1990542,
GO:0090375	P	negative regulation of transcription from RNA polymerase II promoter in response to iron ion starvation			GO:0097201,GO:0033217,
GO:0090376	P	seed trichome differentiation			GO:0010026,GO:0003006,GO:0022412,
GO:0090377	P	seed trichome initiation			GO:0045165,GO:0003006,GO:0022412,
GO:0090378	P	seed trichome elongation			GO:0009826,GO:0003006,GO:0022412,GO:0000904,
GO:0090379	P	secondary cell wall biogenesis involved in seed trichome differentiation			GO:0009834,GO:0022412,
GO:0090380	P	seed trichome maturation			GO:0048469,GO:0003006,GO:0071695,GO:0022412,
GO:0090381	P	regulation of heart induction		GO:0100012,GO:1901320,GO:1901321,GO:0090081,GO:0035480,	GO:2000826,GO:0003156,
GO:0090382	P	phagosome maturation		GO:0090386,	GO:0006996,
GO:0090383	P	phagosome acidification		GO:0090390,	GO:0051452,
GO:0090384	P	phagosome-lysosome docking		GO:0090388,	GO:0048278,
GO:0090385	P	phagosome-lysosome fusion		GO:0090389,	GO:0006906,
GO:0090386	P	phagosome maturation involved in apoptotic cell clearance			GO:0090382,
GO:0090387	P	phagolysosome assembly involved in apoptotic cell clearance			GO:0001845,
GO:0090388	P	phagosome-lysosome docking involved in apoptotic cell clearance			GO:0090384,
GO:0090389	P	phagosome-lysosome fusion involved in apoptotic cell clearance			GO:0090385,
GO:0090390	P	phagosome acidification involved in apoptotic cell clearance			GO:0090383,
GO:0090391	P	granum assembly			GO:0022607,
GO:0090392	P	sepal giant cell differentiation			GO:0090627,
GO:0090393	P	sepal giant cell development			GO:0048468,
GO:0090394	P	negative regulation of excitatory postsynaptic potential		GO:1903049,GO:0061886,	GO:0050805,GO:0009968,GO:0098815,GO:0031645,
GO:0090398	P	cellular senescence		GO:0090402,GO:0090400,	GO:0033554,GO:0007569,
GO:0090399	P	replicative senescence			GO:0007569,
GO:0090400	P	stress-induced premature senescence		GO:0090403,	GO:0090398,
GO:0090401	P	obsolete viral-induced premature senescence			
GO:0090402	P	oncogene-induced cell senescence			GO:0090398,
GO:0090403	P	oxidative stress-induced premature senescence			GO:0090400,
GO:0090407	P	organophosphate biosynthetic process	aas,acpP,add,adk,araA,araB,araD,atpA,atpB,atpC,atpE,cdsA,clsA,clsB,clsC,coaA,coaD,coaE,cra,cyaA,dfp,dgkA,dut,dxr,dxs,eno,epd,eptB,fadD,fbaA,fdrA,feaB,gapA,glk,gpmA,gpsA,gpt,guaA,guaB,hexR,hpt,idi,ispA,ispG,ispH,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,mdh,moaA,moaB,moaC,moaD,moaE,mobA,mocA,moeA,moeB,mog,murR,nadA,nadB,nadC,nadD,nadE,nadK,nrdA,nrdB,nrdD,nrdE,nrdF,pagP,pdeK,pdxA,pdxB,pdxH,pdxK,pdxY,pfkA,pfkB,pgi,pgk,pgpA,pgpB,pgpC,pgsA,phnN,plsB,plsC,plsX,pncB,prkB,prs,psd,purA,purD,purF,purL,purN,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrG,pyrH,pyrL,ribF,rpiR,serC,sucD,tdk,thiD,thiL,thyA,tmk,tpiA,tusA,udk,waaA,xapA,yahF,yfbR,yfhH,	GO:0032324,GO:0032958,GO:0006777,GO:0008654,GO:2001061,GO:1901293,GO:1901159,GO:0009229,GO:1901369,GO:0035998,GO:0046390,GO:2001121,GO:0046166,GO:0070409,GO:2001116,GO:0042047,GO:0032923,GO:0042823,GO:0046385,GO:0042396,GO:0018425,GO:0052865,GO:0046167,	GO:0019637,GO:1901576,
GO:0090408	P	phloem nitrate loading			GO:0010233,GO:0015706,
GO:0090410	P	malonate catabolic process			GO:0043649,
GO:0090412	P	obsolete positive regulation of transcription from RNA polymerase II promoter involved in fatty acid biosynthetic process			
GO:0090413	P	obsolete negative regulation of transcription from RNA polymerase II promoter involved in fatty acid biosynthetic process			
GO:0090414	P	molybdate ion export from vacuole			GO:0098661,GO:0034486,GO:0015689,
GO:0090418	P	obsolete positive regulation of transcription involved in S-phase of mitotic cell cycle			
GO:0090419	P	negative regulation of transcription involved in G2/M transition of mitotic cell cycle			GO:0045892,GO:0000117,
GO:0090420	P	naphthalene-containing compound metabolic process		GO:0043635,GO:0018931,	GO:1901360,GO:0006725,
GO:0090421	P	embryonic meristem initiation		GO:0010072,GO:0010071,	GO:0010014,
GO:0090423	P	phytochelatin-metal complex formation			GO:0046937,
GO:0090424	P	phytochelatin-metal-sulfur complex formation			GO:0046937,
GO:0090425	P	acinar cell differentiation		GO:1903680,GO:0060704,	GO:0002067,
GO:0090426	P	actin filament bundle convergence		GO:0071520,	GO:0070650,
GO:0090427	P	activation of meiosis		GO:0060466,	GO:0045836,
GO:0090428	P	perianth development			GO:0048438,
GO:0090429	P	detection of endogenous biotic stimulus		GO:0072394,	GO:0009595,GO:0009726,
GO:0090431	P	alkyl caffeate ester biosynthetic process			GO:0009713,GO:0009802,
GO:0090435	P	protein localization to nuclear envelope		GO:0036228,GO:0090204,	GO:0034504,
GO:0090436	P	leaf pavement cell development			GO:0048468,
GO:0090437	P	socket cell differentiation			GO:0090627,
GO:0090441	P	trehalose biosynthesis in response to heat stress			GO:0070414,GO:0005992,
GO:0090442	P	trehalose catabolism in response to heat stress			GO:1903134,GO:0070414,
GO:0090444	P	regulation of nematode larval development, heterochronic		GO:0090445,GO:0090446,	GO:0040034,GO:0061062,
GO:0090445	P	positive regulation of nematode larval development, heterochronic			GO:0090444,GO:0061063,GO:0045962,
GO:0090446	P	negative regulation of nematode larval development, heterochronic			GO:0090444,GO:0045961,GO:0061064,
GO:0090449	P	phloem glucosinolate loading			GO:0010233,
GO:0090451	P	cotyledon boundary formation			GO:0090691,
GO:0090452	P	lithium ion transmembrane transport			GO:0010351,GO:0098662,
GO:0090453	P	aspartate transmembrane import into vacuole			GO:0034486,GO:0015740,GO:0043090,GO:0034487,
GO:0090454	P	glutamate transmembrane import into vacuole		GO:0090515,	GO:0032975,GO:0006835,GO:0015800,
GO:0090455	P	ornithine transmembrane import into vacuole			GO:0034486,GO:0098655,GO:0003333,GO:0015822,GO:0043090,
GO:0090459	P	aspartate homeostasis			GO:0080144,
GO:0090460	P	threonine homeostasis			GO:0080144,GO:0055080,
GO:0090461	P	glutamate homeostasis			GO:0080144,
GO:0090462	P	ornithine homeostasis			GO:0080144,GO:0055080,
GO:0090463	P	lysine homeostasis			GO:0080144,GO:0055080,
GO:0090464	P	histidine homeostasis			GO:0080144,GO:0055080,
GO:0090465	P	arginine homeostasis			GO:0080144,GO:0055080,
GO:0090470	P	shoot organ boundary specification			GO:0090691,
GO:0090472	P	dibasic protein processing		GO:0090473,GO:0090475,GO:0090474,	GO:0016485,
GO:0090473	P	lys-arg specific dibasic protein processing			GO:0090472,
GO:0090474	P	arg-arg specific dibasic protein processing			GO:0090472,
GO:0090475	P	lys-lys specific dibasic protein processing			GO:0090472,
GO:0090480	P	purine nucleotide-sugar transmembrane transport		GO:0015783,GO:1990570,	GO:0015780,
GO:0090481	P	pyrimidine nucleotide-sugar transmembrane transport		GO:0015782,GO:0015790,GO:0015789,GO:1990569,GO:0072334,GO:0015787,GO:0015786,	GO:0015780,
GO:0090485	P	chromosome number maintenance			GO:0009987,
GO:0090487	P	secondary metabolite catabolic process	fes,	GO:1900795,GO:1900792,GO:1900580,GO:1900574,GO:0042317,GO:1900595,GO:1900814,GO:0046215,GO:1900771,GO:1900604,GO:1900583,GO:1900556,GO:1900586,GO:1900592,GO:0042209,GO:1900607,GO:1900540,GO:1900598,GO:1900820,GO:1900765,GO:0036183,GO:1900589,GO:1900817,GO:1900550,GO:0030640,GO:1900601,GO:1900811,GO:1900798,GO:1900801,GO:1900577,GO:1900562,GO:1900806,GO:1900571,GO:1900804,	GO:0009056,GO:0019748,
GO:0090493	P	catecholamine uptake		GO:0051625,GO:0051934,GO:0051620,GO:0090494,	GO:0051937,
GO:0090494	P	dopamine uptake		GO:0051583,	GO:0090493,GO:0015872,
GO:0090495	P	low-density lipoprotein particle disassembly		GO:0090121,	GO:0071829,
GO:0090496	P	mesenchyme migration involved in limb bud formation			GO:0090131,
GO:0090497	P	mesenchymal cell migration		GO:0035322,	GO:0001667,
GO:0090500	P	endocardial cushion to mesenchymal transition		GO:0003200,GO:0003199,GO:0003202,	GO:0060317,
GO:0090501	P	RNA phosphodiester bond hydrolysis	casE,chpB,ghoS,hicA,higB,mazF,mqsR,orn,pnp,rbn,relE,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,symE,tatD,yafO,yafQ,ybeY,yciV,ydiZ,yhaV,yoeB,	GO:0090503,GO:0042779,GO:0000469,GO:0090502,GO:0006379,	GO:0016070,GO:0090305,
GO:0090502	P	RNA phosphodiester bond hydrolysis, endonucleolytic	casE,chpB,ghoS,hicA,higB,mazF,mqsR,rbn,relE,rna,rnc,rnhA,rnhB,rnlA,rnpA,symE,yafO,yafQ,ybeY,ydiZ,yoeB,	GO:1905267,GO:0043145,GO:0000478,	GO:0090501,
GO:0090503	P	RNA phosphodiester bond hydrolysis, exonucleolytic	orn,pnp,rbn,rnb,rnd,rnr,tatD,yciV,	GO:0000459,GO:0034415,	GO:0090501,
GO:0090504	P	epiboly		GO:0055113,GO:0090505,	GO:0002011,
GO:0090505	P	epiboly involved in wound healing			GO:0090504,
GO:0090506	P	axillary shoot meristem initiation			GO:0010014,
GO:0090507	P	phenylethylamine metabolic process involved in synaptic transmission		GO:0090508,	GO:0042133,GO:0042443,
GO:0090508	P	phenylethylamine biosynthetic process involved in synaptic transmission			GO:0042136,GO:0042444,GO:0090507,
GO:0090510	P	anticlinal cell division			GO:0051301,
GO:0090511	P	periclinal cell division			GO:0051301,
GO:0090513	P	L-histidine transmembrane import into vacuole			GO:1902024,GO:0089709,GO:0034490,
GO:0090514	P	L-tyrosine transmembrane import into vacuole			GO:0015828,GO:0032975,GO:1902475,GO:0098655,GO:0006855,
GO:0090515	P	L-glutamate transmembrane import into vacuole			GO:0090454,GO:0015813,GO:0051938,
GO:0090516	P	L-serine transmembrane import into vacuole			GO:0015825,GO:1902475,GO:0098655,GO:0034491,
GO:0090517	P	L-lysine transmembrane import into vacuole		GO:1901482,	GO:0015819,GO:1903401,GO:0034490,
GO:0090518	P	L-arginine transmembrane import into vacuole			GO:1903400,GO:0034490,
GO:0090519	P	anoxia protection			GO:0034059,
GO:0090520	P	sphingolipid mediated signaling pathway		GO:0003376,	GO:0007165,
GO:0090521	P	glomerular visceral epithelial cell migration			GO:0010631,
GO:0090522	P	vesicle tethering involved in exocytosis		GO:0140025,GO:0099069,	GO:0099022,GO:0140029,
GO:0090527	P	actin filament reorganization		GO:0030037,	GO:0007015,
GO:0090528	P	smooth septate junction assembly			GO:0019991,
GO:0090529	P	cell septum assembly	ftsN,ftsQ,nlpD,zapA,zapB,zipA,	GO:0000917,	GO:0032506,GO:0022607,
GO:0090531	P	L-ascorbic acid biosynthetic process via GDP-alpha-D-mannose			GO:0019853,
GO:0090532	P	L-ascorbic acid biosynthetic process via UDP-alpha-D-glucuronate			GO:0019853,
GO:0090538	P	peptide pheromone secretion			GO:0030072,GO:0000770,
GO:0090539	P	peptide pheromone export by transmembrane transport		GO:1990847,	GO:0140115,GO:0000770,
GO:0090540	P	bacterial cellulose biosynthetic process	bcsA,bcsQ,yhjR,		GO:0030244,
GO:0090546	P	chlorophyll fluorescence			GO:1990066,
GO:0090547	P	response to low humidity			GO:0009270,
GO:0090548	P	response to nitrate starvation			GO:0042594,
GO:0090549	P	response to carbon starvation	csiD,sanA,		GO:0042594,
GO:0090550	P	response to molybdenum starvation			GO:0042594,
GO:0090551	P	response to manganese starvation			GO:0042594,
GO:0090557	P	establishment of endothelial intestinal barrier			GO:0061028,
GO:0090558	P	plant epidermis development		GO:0010374,	GO:0009888,
GO:0090559	P	regulation of membrane permeability		GO:0046902,GO:1905710,GO:1905709,GO:0097213,	GO:0065008,
GO:0090561	P	nuclear migration during mitotic telophase			GO:0030473,
GO:0090567	P	reproductive shoot system development		GO:0009908,GO:0010229,	GO:0048608,GO:0009791,GO:0048367,
GO:0090579	P	dsDNA loop formation		GO:0090202,	GO:0051276,
GO:0090592	P	DNA synthesis involved in DNA replication		GO:1904860,	GO:0071897,
GO:0090593	P	peptidyl-histidine autophosphorylation			GO:0046777,
GO:0090594	P	inflammatory response to wounding			GO:0009611,GO:0006954,
GO:0090596	P	sensory organ morphogenesis		GO:0042471,GO:0043585,GO:0061194,GO:0090597,GO:0043587,GO:0048592,GO:0048816,	GO:0009887,
GO:0090597	P	nematode male tail mating organ morphogenesis			GO:0048808,GO:0090596,
GO:0090598	P	male anatomical structure morphogenesis		GO:0045138,GO:0048808,	GO:0009653,GO:0003006,
GO:0090601	P	enucleation		GO:0090602,GO:0043131,	GO:0022411,
GO:0090602	P	sieve element enucleation			GO:0090601,
