# From GOs_lib_files/regulons_in_gos_v5.pl on Mon Jun 15 17:12:05 2020
# Input = GUs_Regulon10.6.3_groups_complex_regulons/Regulon10.6.3_network_complex_regulons.txt
# GOs_lib_files/gene_gos.txt
# GOs_lib_files/go_uniq_levels_extended.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
NanR	GO:0055114	3	2	1	0.50	oxidation-reduction process
NanR	GO:0050896	2	2	1	0.50	response to stimulus
NanR	GO:0006950	3	2	1	0.50	response to stress
NanR	GO:0033554	4	2	1	0.50	cellular response to stress
NanR	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
NarL_TorR	GO:0008152	2	3	3	1.00	metabolic process
NarL_TorR	GO:0044237	3	3	2	0.67	cellular metabolic process
NarL_TorR	GO:0006091	4	3	2	0.67	generation of precursor metabolites and energy
NarL_TorR	GO:0022900	4	3	2	0.67	electron transport chain
NarL_TorR	GO:0022904	5	3	2	0.67	respiratory electron transport chain
NarL_TorR	GO:0019645	6	3	2	0.67	anaerobic electron transport chain
NarL_TorR	GO:0055114	3	3	2	0.67	oxidation-reduction process
NarL_TorR	GO:0044238	3	3	1	0.33	primary metabolic process
NarL_TorR	GO:0019538	4	3	1	0.33	protein metabolic process
NarL_TorR	GO:0051604	5	3	1	0.33	protein maturation
NemR_RutR	GO:0008152	2	3	2	0.67	metabolic process
NemR_RutR	GO:0071704	3	3	1	0.33	organic substance metabolic process
NemR_RutR	GO:0018937	4	3	1	0.33	nitroglycerin metabolic process
NemR_RutR	GO:0044237	3	3	2	0.67	cellular metabolic process
NemR_RutR	GO:0044248	4	3	1	0.33	cellular catabolic process
NemR_RutR	GO:0042182	5	3	1	0.33	ketone catabolic process
NemR_RutR	GO:0051596	6	3	1	0.33	methylglyoxal catabolic process
NemR_RutR	GO:0061727	7	3	1	0.33	methylglyoxal catabolic process to lactate
NemR_RutR	GO:0019243	8	3	1	0.33	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
NemR_RutR	GO:0006805	4	3	1	0.33	xenobiotic metabolic process
NemR_RutR	GO:0055114	3	3	1	0.33	oxidation-reduction process
NemR_RutR	GO:0009056	3	3	1	0.33	catabolic process
NemR_RutR	GO:0006807	3	3	1	0.33	nitrogen compound metabolic process
NhaR_OmpR	GO:0008152	2	4	1	0.25	metabolic process
NhaR_OmpR	GO:0071704	3	4	1	0.25	organic substance metabolic process
NhaR_OmpR	GO:0005975	4	4	1	0.25	carbohydrate metabolic process
NhaR_OmpR	GO:0044238	3	4	1	0.25	primary metabolic process
NsrR	GO:0008152	2	29	20	0.69	metabolic process
NsrR	GO:0071704	3	29	14	0.48	organic substance metabolic process
NsrR	GO:1901135	4	29	12	0.41	carbohydrate derivative metabolic process
NsrR	GO:1901137	5	29	12	0.41	carbohydrate derivative biosynthetic process
NsrR	GO:0009246	6	29	12	0.41	enterobacterial common antigen biosynthetic process
NsrR	GO:0009103	6	29	3	0.10	lipopolysaccharide biosynthetic process
NsrR	GO:0009225	5	29	1	0.03	nucleotide-sugar metabolic process
NsrR	GO:0005975	4	29	4	0.14	carbohydrate metabolic process
NsrR	GO:0016051	5	29	3	0.10	carbohydrate biosynthetic process
NsrR	GO:0000271	6	29	3	0.10	polysaccharide biosynthetic process
NsrR	GO:0005996	5	29	1	0.03	monosaccharide metabolic process
NsrR	GO:0019852	6	29	1	0.03	L-ascorbic acid metabolic process
NsrR	GO:0019853	7	29	1	0.03	L-ascorbic acid biosynthetic process
NsrR	GO:0005976	5	29	3	0.10	polysaccharide metabolic process
NsrR	GO:0006629	4	29	4	0.14	lipid metabolic process
NsrR	GO:0044255	4	29	4	0.14	cellular lipid metabolic process
NsrR	GO:0008653	5	29	3	0.10	lipopolysaccharide metabolic process
NsrR	GO:0006644	5	29	1	0.03	phospholipid metabolic process
NsrR	GO:0006650	6	29	1	0.03	glycerophospholipid metabolic process
NsrR	GO:0046474	6	29	1	0.03	glycerophospholipid biosynthetic process
NsrR	GO:0006655	7	29	1	0.03	phosphatidylglycerol biosynthetic process
NsrR	GO:0046471	7	29	1	0.03	phosphatidylglycerol metabolic process
NsrR	GO:0008654	5	29	1	0.03	phospholipid biosynthetic process
NsrR	GO:0009395	6	29	1	0.03	phospholipid catabolic process
NsrR	GO:0016042	5	29	1	0.03	lipid catabolic process
NsrR	GO:0008610	5	29	4	0.14	lipid biosynthetic process
NsrR	GO:0009058	3	29	4	0.14	biosynthetic process
NsrR	GO:0044249	4	29	2	0.07	cellular biosynthetic process
NsrR	GO:0051188	5	29	1	0.03	cofactor biosynthetic process
NsrR	GO:0009108	6	29	1	0.03	coenzyme biosynthetic process
NsrR	GO:0032259	3	29	1	0.03	methylation
NsrR	GO:0044237	3	29	8	0.28	cellular metabolic process
NsrR	GO:0006413	4	29	1	0.03	translational initiation
NsrR	GO:0044248	4	29	2	0.07	cellular catabolic process
NsrR	GO:0042182	5	29	2	0.07	ketone catabolic process
NsrR	GO:0051596	6	29	2	0.07	methylglyoxal catabolic process
NsrR	GO:0006793	4	29	2	0.07	phosphorus metabolic process
NsrR	GO:0006796	5	29	2	0.07	phosphate-containing compound metabolic process
NsrR	GO:0016310	6	29	1	0.03	phosphorylation
NsrR	GO:0006468	7	29	1	0.03	protein phosphorylation
NsrR	GO:0018108	8	29	1	0.03	peptidyl-tyrosine phosphorylation
NsrR	GO:0016311	6	29	1	0.03	dephosphorylation
NsrR	GO:0006725	4	29	1	0.03	cellular aromatic compound metabolic process
NsrR	GO:0006139	4	29	1	0.03	nucleobase-containing compound metabolic process
NsrR	GO:0055086	5	29	1	0.03	nucleobase-containing small molecule metabolic process
NsrR	GO:0006091	4	29	1	0.03	generation of precursor metabolites and energy
NsrR	GO:0022900	4	29	1	0.03	electron transport chain
NsrR	GO:0055114	3	29	5	0.17	oxidation-reduction process
NsrR	GO:0009056	3	29	2	0.07	catabolic process
NsrR	GO:0044238	3	29	9	0.31	primary metabolic process
NsrR	GO:0019538	4	29	1	0.03	protein metabolic process
NsrR	GO:0006508	5	29	1	0.03	proteolysis
NsrR	GO:0050896	2	29	1	0.03	response to stimulus
NsrR	GO:0006950	3	29	1	0.03	response to stress
NsrR	GO:0009409	4	29	1	0.03	response to cold
NtrC	GO:0008152	2	15	2	0.13	metabolic process
NtrC	GO:0044237	3	15	1	0.07	cellular metabolic process
NtrC	GO:0006793	4	15	1	0.07	phosphorus metabolic process
NtrC	GO:0006796	5	15	1	0.07	phosphate-containing compound metabolic process
NtrC	GO:0016310	6	15	1	0.07	phosphorylation
NtrC	GO:0006468	7	15	1	0.07	protein phosphorylation
NtrC	GO:0044238	3	15	1	0.07	primary metabolic process
NtrC	GO:0019538	4	15	1	0.07	protein metabolic process
NtrC	GO:0006508	5	15	1	0.07	proteolysis
NtrC	GO:0050896	2	15	3	0.20	response to stimulus
NtrC	GO:0006950	3	15	3	0.20	response to stress
NtrC	GO:0033554	4	15	2	0.13	cellular response to stress
NtrC	GO:0009267	5	15	2	0.13	cellular response to starvation
NtrC	GO:0006995	6	15	2	0.13	cellular response to nitrogen starvation
NtrC	GO:0042594	4	15	3	0.20	response to starvation
OxyR	GO:0008152	2	6	5	0.83	metabolic process
OxyR	GO:0071704	3	6	1	0.17	organic substance metabolic process
OxyR	GO:1901135	4	6	1	0.17	carbohydrate derivative metabolic process
OxyR	GO:1901137	5	6	1	0.17	carbohydrate derivative biosynthetic process
OxyR	GO:0009263	6	6	1	0.17	deoxyribonucleotide biosynthetic process
OxyR	GO:0009058	3	6	1	0.17	biosynthetic process
OxyR	GO:0044249	4	6	1	0.17	cellular biosynthetic process
OxyR	GO:0044271	5	6	1	0.17	cellular nitrogen compound biosynthetic process
OxyR	GO:0033014	6	6	1	0.17	tetrapyrrole biosynthetic process
OxyR	GO:0006779	6	6	1	0.17	porphyrin-containing compound biosynthetic process
OxyR	GO:0006783	7	6	1	0.17	heme biosynthetic process
OxyR	GO:0051188	5	6	1	0.17	cofactor biosynthetic process
OxyR	GO:0044237	3	6	3	0.50	cellular metabolic process
OxyR	GO:0006790	4	6	1	0.17	sulfur compound metabolic process
OxyR	GO:0006749	5	6	1	0.17	glutathione metabolic process
OxyR	GO:0006793	4	6	1	0.17	phosphorus metabolic process
OxyR	GO:0006796	5	6	1	0.17	phosphate-containing compound metabolic process
OxyR	GO:0006753	6	6	1	0.17	nucleoside phosphate metabolic process
OxyR	GO:0009117	7	6	1	0.17	nucleotide metabolic process
OxyR	GO:0009165	8	6	1	0.17	nucleotide biosynthetic process
OxyR	GO:0006725	4	6	1	0.17	cellular aromatic compound metabolic process
OxyR	GO:0006139	4	6	1	0.17	nucleobase-containing compound metabolic process
OxyR	GO:0055086	5	6	1	0.17	nucleobase-containing small molecule metabolic process
OxyR	GO:0006091	4	6	2	0.33	generation of precursor metabolites and energy
OxyR	GO:0022900	4	6	2	0.33	electron transport chain
OxyR	GO:0055114	3	6	4	0.67	oxidation-reduction process
OxyR	GO:0044238	3	6	1	0.17	primary metabolic process
OxyR	GO:0050896	2	6	2	0.33	response to stimulus
OxyR	GO:0006950	3	6	2	0.33	response to stress
OxyR	GO:0006979	4	6	2	0.33	response to oxidative stress
OxyR	GO:0034599	5	6	1	0.17	cellular response to oxidative stress
OxyR_Zur	GO:0022610	2	3	1	0.33	biological adhesion
OxyR_Zur	GO:0007155	3	3	1	0.33	cell adhesion
PaaX	GO:0008152	2	2	2	1.00	metabolic process
PaaX	GO:0044237	3	2	2	1.00	cellular metabolic process
PaaX	GO:0044248	4	2	2	1.00	cellular catabolic process
PaaX	GO:0019439	5	2	2	1.00	aromatic compound catabolic process
PaaX	GO:0010124	6	2	2	1.00	phenylacetate catabolic process
PaaX	GO:0009407	5	2	2	1.00	toxin catabolic process
PaaX	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
PaaX	GO:0009056	3	2	2	1.00	catabolic process
PgrR	GO:0008152	2	3	2	0.67	metabolic process
PgrR	GO:0044237	3	3	1	0.33	cellular metabolic process
PgrR	GO:0044248	4	3	1	0.33	cellular catabolic process
PgrR	GO:0043171	5	3	1	0.33	peptide catabolic process
PgrR	GO:0009050	6	3	1	0.33	glycopeptide catabolic process
PgrR	GO:0009056	3	3	1	0.33	catabolic process
PgrR	GO:0044238	3	3	2	0.67	primary metabolic process
PgrR	GO:0006520	4	3	1	0.33	cellular amino acid metabolic process
PgrR	GO:0009063	5	3	1	0.33	cellular amino acid catabolic process
PgrR	GO:0019538	4	3	1	0.33	protein metabolic process
PgrR	GO:0006508	5	3	1	0.33	proteolysis
PhoB	GO:0008152	2	27	6	0.22	metabolic process
PhoB	GO:0071704	3	27	3	0.11	organic substance metabolic process
PhoB	GO:1901135	4	27	1	0.04	carbohydrate derivative metabolic process
PhoB	GO:0009052	5	27	1	0.04	pentose-phosphate shunt, non-oxidative branch
PhoB	GO:0051156	5	27	1	0.04	glucose 6-phosphate metabolic process
PhoB	GO:0006098	5	27	1	0.04	pentose-phosphate shunt
PhoB	GO:0005975	4	27	2	0.07	carbohydrate metabolic process
PhoB	GO:0044262	4	27	1	0.04	cellular carbohydrate metabolic process
PhoB	GO:0046835	5	27	1	0.04	carbohydrate phosphorylation
PhoB	GO:0016052	5	27	1	0.04	carbohydrate catabolic process
PhoB	GO:0006096	5	27	1	0.04	glycolytic process
PhoB	GO:0044237	3	27	6	0.22	cellular metabolic process
PhoB	GO:0006793	4	27	6	0.22	phosphorus metabolic process
PhoB	GO:0006796	5	27	6	0.22	phosphate-containing compound metabolic process
PhoB	GO:0016310	6	27	2	0.07	phosphorylation
PhoB	GO:0006468	7	27	1	0.04	protein phosphorylation
PhoB	GO:0018106	8	27	1	0.04	peptidyl-histidine phosphorylation
PhoB	GO:0046777	8	27	1	0.04	protein autophosphorylation
PhoB	GO:0023014	8	27	1	0.04	signal transduction by protein phosphorylation
PhoB	GO:0006753	6	27	2	0.07	nucleoside phosphate metabolic process
PhoB	GO:0009132	7	27	1	0.04	nucleoside diphosphate metabolic process
PhoB	GO:0006165	8	27	1	0.04	nucleoside diphosphate phosphorylation
PhoB	GO:0006757	4	27	1	0.04	ATP generation from ADP
PhoB	GO:0009117	7	27	2	0.07	nucleotide metabolic process
PhoB	GO:0006163	8	27	1	0.04	purine nucleotide metabolic process
PhoB	GO:0006164	9	27	1	0.04	purine nucleotide biosynthetic process
PhoB	GO:0032261	10	27	1	0.04	purine nucleotide salvage
PhoB	GO:0044209	11	27	1	0.04	AMP salvage
PhoB	GO:0009165	8	27	1	0.04	nucleotide biosynthetic process
PhoB	GO:0016311	6	27	2	0.07	dephosphorylation
PhoB	GO:0006470	7	27	2	0.07	protein dephosphorylation
PhoB	GO:0006725	4	27	2	0.07	cellular aromatic compound metabolic process
PhoB	GO:0006139	4	27	2	0.07	nucleobase-containing compound metabolic process
PhoB	GO:0055086	5	27	2	0.07	nucleobase-containing small molecule metabolic process
PhoB	GO:0009116	6	27	1	0.04	nucleoside metabolic process
PhoB	GO:0006091	4	27	2	0.07	generation of precursor metabolites and energy
PhoB	GO:0006740	4	27	1	0.04	NADPH regeneration
PhoB	GO:0055114	3	27	2	0.07	oxidation-reduction process
PhoB	GO:0006739	3	27	1	0.04	NADP metabolic process
PhoB	GO:0044238	3	27	3	0.11	primary metabolic process
PhoB	GO:0046034	3	27	1	0.04	ATP metabolic process
PhoB	GO:0050896	2	27	4	0.15	response to stimulus
PhoB	GO:0006950	3	27	4	0.15	response to stress
PhoB	GO:0033554	4	27	3	0.11	cellular response to stress
PhoB	GO:0009267	5	27	1	0.04	cellular response to starvation
PhoB	GO:0016036	6	27	1	0.04	cellular response to phosphate starvation
PhoB	GO:0006974	5	27	2	0.07	cellular response to DNA damage stimulus
PhoB	GO:0006281	6	27	2	0.07	DNA repair
PhoB	GO:0042594	4	27	1	0.04	response to starvation
PhoB	GO:0006979	4	27	1	0.04	response to oxidative stress
PhoP	GO:0008152	2	14	5	0.36	metabolic process
PhoP	GO:0071704	3	14	2	0.14	organic substance metabolic process
PhoP	GO:0005975	4	14	2	0.14	carbohydrate metabolic process
PhoP	GO:0016052	5	14	1	0.07	carbohydrate catabolic process
PhoP	GO:0000272	6	14	1	0.07	polysaccharide catabolic process
PhoP	GO:0009251	7	14	1	0.07	glucan catabolic process
PhoP	GO:0005980	8	14	1	0.07	glycogen catabolic process
PhoP	GO:0005976	5	14	1	0.07	polysaccharide metabolic process
PhoP	GO:0044237	3	14	1	0.07	cellular metabolic process
PhoP	GO:0006793	4	14	1	0.07	phosphorus metabolic process
PhoP	GO:0006796	5	14	1	0.07	phosphate-containing compound metabolic process
PhoP	GO:0016310	6	14	1	0.07	phosphorylation
PhoP	GO:0006468	7	14	1	0.07	protein phosphorylation
PhoP	GO:0018106	8	14	1	0.07	peptidyl-histidine phosphorylation
PhoP	GO:0046777	8	14	1	0.07	protein autophosphorylation
PhoP	GO:0023014	8	14	1	0.07	signal transduction by protein phosphorylation
PhoP	GO:0044238	3	14	4	0.29	primary metabolic process
PhoP	GO:0019538	4	14	2	0.14	protein metabolic process
PhoP	GO:0030163	5	14	1	0.07	protein catabolic process
PhoP	GO:0006508	5	14	2	0.14	proteolysis
PhoP	GO:0050896	2	14	4	0.29	response to stimulus
PhoP	GO:0006950	3	14	4	0.29	response to stress
PhoP	GO:0033554	4	14	3	0.21	cellular response to stress
PhoP	GO:0009267	5	14	1	0.07	cellular response to starvation
PhoP	GO:0010350	6	14	1	0.07	cellular response to magnesium starvation
PhoP	GO:0006974	5	14	2	0.14	cellular response to DNA damage stimulus
PhoP	GO:0009408	4	14	1	0.07	response to heat
PhoP	GO:0042594	4	14	1	0.07	response to starvation
PhoP_PurR_RbsR	GO:0008152	2	2	2	1.00	metabolic process
PhoP_PurR_RbsR	GO:0044237	3	2	2	1.00	cellular metabolic process
PhoP_PurR_RbsR	GO:0006793	4	2	2	1.00	phosphorus metabolic process
PhoP_PurR_RbsR	GO:0006796	5	2	2	1.00	phosphate-containing compound metabolic process
PhoP_PurR_RbsR	GO:0006753	6	2	2	1.00	nucleoside phosphate metabolic process
PhoP_PurR_RbsR	GO:0009117	7	2	2	1.00	nucleotide metabolic process
PhoP_PurR_RbsR	GO:0006163	8	2	2	1.00	purine nucleotide metabolic process
PhoP_PurR_RbsR	GO:0006164	9	2	2	1.00	purine nucleotide biosynthetic process
PhoP_PurR_RbsR	GO:0009152	10	2	2	1.00	purine ribonucleotide biosynthetic process
PhoP_PurR_RbsR	GO:0006188	11	2	2	1.00	IMP biosynthetic process
PhoP_PurR_RbsR	GO:0006189	12	2	2	1.00	'de novo' IMP biosynthetic process
PhoP_PurR_RbsR	GO:0009165	8	2	2	1.00	nucleotide biosynthetic process
PhoP_PurR_RbsR	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
PhoP_PurR_RbsR	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
PhoP_PurR_RbsR	GO:0055086	5	2	2	1.00	nucleobase-containing small molecule metabolic process
PhoP_PurR_RbsR	GO:0044238	3	2	2	1.00	primary metabolic process
PhoP_PurR_RbsR	GO:0050896	2	2	1	0.50	response to stimulus
PhoP_PurR_RbsR	GO:0006950	3	2	1	0.50	response to stress
PhoP_PurR_RbsR	GO:0033554	4	2	1	0.50	cellular response to stress
PhoP_PurR_RbsR	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
PurR	GO:0008152	2	14	10	0.71	metabolic process
PurR	GO:0009058	3	14	4	0.29	biosynthetic process
PurR	GO:0044249	4	14	4	0.29	cellular biosynthetic process
PurR	GO:0009403	5	14	1	0.07	toxin biosynthetic process
PurR	GO:0044271	5	14	1	0.07	cellular nitrogen compound biosynthetic process
PurR	GO:0033014	6	14	1	0.07	tetrapyrrole biosynthetic process
PurR	GO:0009236	6	14	1	0.07	cobalamin biosynthetic process
PurR	GO:0051188	5	14	2	0.14	cofactor biosynthetic process
PurR	GO:0009108	6	14	1	0.07	coenzyme biosynthetic process
PurR	GO:0044550	4	14	1	0.07	secondary metabolite biosynthetic process
PurR	GO:0044237	3	14	10	0.71	cellular metabolic process
PurR	GO:0006793	4	14	8	0.57	phosphorus metabolic process
PurR	GO:0006796	5	14	8	0.57	phosphate-containing compound metabolic process
PurR	GO:0016310	6	14	2	0.14	phosphorylation
PurR	GO:0006753	6	14	8	0.57	nucleoside phosphate metabolic process
PurR	GO:0009117	7	14	8	0.57	nucleotide metabolic process
PurR	GO:0006163	8	14	8	0.57	purine nucleotide metabolic process
PurR	GO:0006164	9	14	8	0.57	purine nucleotide biosynthetic process
PurR	GO:0009152	10	14	7	0.50	purine ribonucleotide biosynthetic process
PurR	GO:0006188	11	14	7	0.50	IMP biosynthetic process
PurR	GO:0006189	12	14	7	0.50	'de novo' IMP biosynthetic process
PurR	GO:0009165	8	14	8	0.57	nucleotide biosynthetic process
PurR	GO:0006725	4	14	8	0.57	cellular aromatic compound metabolic process
PurR	GO:0006139	4	14	8	0.57	nucleobase-containing compound metabolic process
PurR	GO:0055086	5	14	8	0.57	nucleobase-containing small molecule metabolic process
PurR	GO:0009116	6	14	2	0.14	nucleoside metabolic process
PurR	GO:0044238	3	14	8	0.57	primary metabolic process
PurR	GO:0050896	2	14	2	0.14	response to stimulus
PurR	GO:0006950	3	14	2	0.14	response to stress
PurR	GO:0033554	4	14	1	0.07	cellular response to stress
PurR	GO:0006974	5	14	1	0.07	cellular response to DNA damage stimulus
PurR	GO:0009408	4	14	1	0.07	response to heat
RcdA	GO:0050896	2	2	2	1.00	response to stimulus
RcdA	GO:0006950	3	2	1	0.50	response to stress
RcdA	GO:0006979	4	2	1	0.50	response to oxidative stress
RcdA	GO:0034599	5	2	1	0.50	cellular response to oxidative stress
RcdA	GO:0034614	6	2	1	0.50	cellular response to reactive oxygen species
RcdA	GO:0070301	7	2	1	0.50	cellular response to hydrogen peroxide
RcdA	GO:0000302	5	2	1	0.50	response to reactive oxygen species
RcdA	GO:0042542	6	2	1	0.50	response to hydrogen peroxide
RclR	GO:0008152	2	3	1	0.33	metabolic process
RclR	GO:0044237	3	3	1	0.33	cellular metabolic process
RclR	GO:0006091	4	3	1	0.33	generation of precursor metabolites and energy
RclR	GO:0022900	4	3	1	0.33	electron transport chain
RclR	GO:0055114	3	3	1	0.33	oxidation-reduction process
RclR	GO:0050896	2	3	3	1.00	response to stimulus
RclR	GO:0006950	3	3	3	1.00	response to stress
RclR	GO:0006979	4	3	3	1.00	response to oxidative stress
RclR	GO:0000302	5	3	3	1.00	response to reactive oxygen species
RclR	GO:1901530	6	3	3	1.00	response to hypochlorite
RcsAB	GO:0008152	2	5	5	1.00	metabolic process
RcsAB	GO:0071704	3	5	5	1.00	organic substance metabolic process
RcsAB	GO:1901135	4	5	5	1.00	carbohydrate derivative metabolic process
RcsAB	GO:0046377	5	5	5	1.00	colanic acid metabolic process
RcsAB	GO:0009242	6	5	2	0.40	colanic acid biosynthetic process
RcsAB	GO:1901137	5	5	4	0.80	carbohydrate derivative biosynthetic process
RcsAB	GO:0009103	6	5	3	0.60	lipopolysaccharide biosynthetic process
RcsAB	GO:0005975	4	5	3	0.60	carbohydrate metabolic process
RcsAB	GO:0016051	5	5	3	0.60	carbohydrate biosynthetic process
RcsAB	GO:0000271	6	5	3	0.60	polysaccharide biosynthetic process
RcsAB	GO:0005976	5	5	3	0.60	polysaccharide metabolic process
RcsAB	GO:0006629	4	5	3	0.60	lipid metabolic process
RcsAB	GO:0044255	4	5	3	0.60	cellular lipid metabolic process
RcsAB	GO:0008653	5	5	3	0.60	lipopolysaccharide metabolic process
RcsAB	GO:0008610	5	5	3	0.60	lipid biosynthetic process
RcsAB	GO:0044237	3	5	4	0.80	cellular metabolic process
RcsAB	GO:0006790	4	5	1	0.20	sulfur compound metabolic process
RcsAB	GO:0000096	5	5	1	0.20	sulfur amino acid metabolic process
RcsAB	GO:0006534	6	5	1	0.20	cysteine metabolic process
RcsAB	GO:0019344	7	5	1	0.20	cysteine biosynthetic process
RcsAB	GO:0006535	8	5	1	0.20	cysteine biosynthetic process from serine
RcsAB	GO:0006793	4	5	2	0.40	phosphorus metabolic process
RcsAB	GO:0006796	5	5	2	0.40	phosphate-containing compound metabolic process
RcsAB	GO:0016310	6	5	1	0.20	phosphorylation
RcsAB	GO:0006468	7	5	1	0.20	protein phosphorylation
RcsAB	GO:0046777	8	5	1	0.20	protein autophosphorylation
RcsAB	GO:0038083	9	5	1	0.20	peptidyl-tyrosine autophosphorylation
RcsAB	GO:0018108	8	5	1	0.20	peptidyl-tyrosine phosphorylation
RcsAB	GO:0016311	6	5	1	0.20	dephosphorylation
RcsAB	GO:0006470	7	5	1	0.20	protein dephosphorylation
RcsAB	GO:0035335	8	5	1	0.20	peptidyl-tyrosine dephosphorylation
RcsAB	GO:0044238	3	5	5	1.00	primary metabolic process
RcsAB	GO:0006520	4	5	1	0.20	cellular amino acid metabolic process
RcsB-BglJ	GO:0008152	2	5	2	0.40	metabolic process
RcsB-BglJ	GO:0071704	3	5	1	0.20	organic substance metabolic process
RcsB-BglJ	GO:0006629	4	5	1	0.20	lipid metabolic process
RcsB-BglJ	GO:0044255	4	5	1	0.20	cellular lipid metabolic process
RcsB-BglJ	GO:0006644	5	5	1	0.20	phospholipid metabolic process
RcsB-BglJ	GO:0008654	5	5	1	0.20	phospholipid biosynthetic process
RcsB-BglJ	GO:0008610	5	5	1	0.20	lipid biosynthetic process
RcsB-BglJ	GO:0009058	3	5	1	0.20	biosynthetic process
RcsB-BglJ	GO:0044249	4	5	1	0.20	cellular biosynthetic process
RcsB-BglJ	GO:0044237	3	5	2	0.40	cellular metabolic process
RcsB-BglJ	GO:0006793	4	5	2	0.40	phosphorus metabolic process
RcsB-BglJ	GO:0006796	5	5	2	0.40	phosphate-containing compound metabolic process
RcsB-BglJ	GO:0016311	6	5	1	0.20	dephosphorylation
RcsB-BglJ	GO:0006470	7	5	1	0.20	protein dephosphorylation
RcsB-BglJ	GO:0035335	8	5	1	0.20	peptidyl-tyrosine dephosphorylation
RcsB-BglJ	GO:0044238	3	5	1	0.20	primary metabolic process
RelB_RelB-RelE	GO:0050896	2	3	1	0.33	response to stimulus
RelB_RelB-RelE	GO:0006950	3	3	1	0.33	response to stress
RelB_RelB-RelE	GO:0033554	4	3	1	0.33	cellular response to stress
RelB_RelB-RelE	GO:0009267	5	3	1	0.33	cellular response to starvation
RelB_RelB-RelE	GO:0034198	6	3	1	0.33	cellular response to amino acid starvation
RelB_RelB-RelE	GO:0042594	4	3	1	0.33	response to starvation
